ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Custom URI,Swatches Attributes,Composite Components (JSON-encoded),Composite Scenarios (JSON-encoded),Composite Contents Virtual,Composite Aggregate Weight,Composite Layout,Composite Cart Editing,Composite Sold Individually,Composite Catalog Price,Composite Form Location,Bundled Items (JSON-encoded),Min Bundle Size,Max Bundle Size,Bundle Contents Virtual,Bundle Aggregate Weight,Bundle Layout,Bundle Group Mode,Bundle Cart Editing,Bundle Sold Individually,Bundle Form Location,Bundle Sells,Bundle Sells Title,Bundle Sells Discount,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 type,Attribute 1 swatch(s),Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 6 default,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 7 default,Attribute 4 default,Attribute 5 default,Attribute 2 default,Attribute 3 default,Attribute 1 default,Brand
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 46, Orange",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/8812xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-46,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,46/47,,1,Colour,Orange,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 21, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-21,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,21/22,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 23, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-23,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,23/24,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 24, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-24,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,24/26,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 26, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-26,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,26/28,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 29, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-29,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,29/31,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 31, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-31,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,31/34,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 34, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-34,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,34/37,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 37, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-37,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,37/40,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 40, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-40,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,40/43,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 43, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-43,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,43/45,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 45, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-45,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,45/46,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 46, Fluo Green",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0212xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-46,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,46/47,,1,Colour,Fluo Green,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 21, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-21,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,21/22,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 23, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-23,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,23/24,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 24, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-24,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,24/26,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 26, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-26,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,26/28,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 29, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-29,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,29/31,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 31, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-31,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,31/34,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 34, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-34,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,34/37,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 37, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-37,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,37/40,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 40, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-40,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,40/43,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 43, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-43,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,43/45,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 45, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-45,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,45/46,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 46, Fluo Yellow",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/0632xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-46,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,46/47,,1,Colour,Fluo Yellow,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 21, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-21,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,21/22,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 23, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-23,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,23/24,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 24, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-24,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,24/26,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 26, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-26,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,26/28,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 29, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-29,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,29/31,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 31, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25.49,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-31,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,31/34,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 34, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-34,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,34/37,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 37, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-37,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,37/40,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 40, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-40,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,40/43,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 43, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-43,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,43/45,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 45, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-45,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,45/46,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Phoenix Goalkeeper Set - Adult, 46, Red",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.00,,,,"http://192.236.233.221/images/6012xl.jpg, http://192.236.233.221/images/2.jpg",,,JOMA-PHOENIX-GOALKEEPER-SET,,,,,,45,joma-phoenix-goalkeeper-set-adult-46,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,46/47,,1,Colour,Red,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variable,JOMA-PROTEC-GOALKEEPER-SHIRT,Joma Protec Goalkeeper Shirt,1,0,visible,Goalkeeper shirt designed with rounded collar includes protection at the elbow to absorb impact without reducing mobility. The sleeves have an optimal fit since the cuffs are ribbed.,Goalkeeper shirt designed with rounded collar includes protection at the elbow to absorb impact without reducing mobility. The sleeves have an optimal fit since the cuffs are ribbed.,,,taxable,,1,1,,0,0,,,,,1,We will be in touch shortly to confirm your order/quote,,,"Shop > Goalkeeper Kits, Shop, Shop > Goalkeeper Kits > Joma, Shop > Goalkeeper Kits > Joma > Shirts",football,,"http://192.236.233.221/images/0112xl.jpg, http://192.236.233.221/images/0402xl.jpg, http://192.236.233.221/images/0212xl.jpg",,,,,,,,,1213,joma-protec-goalkeeper-shirt,"{""Age"":{""name"":""Age"",""type"":""label"",""terms"":{""Adult"":{""name"":""Adult"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Youth"":{""name"":""Youth"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",,,,,,,,,,,,,,,,,,,,,,,Brand,Joma,1,1,select,,Sport,Football,1,1,Material,100% Polyester,1,1,Gender,"Boys, Kids, Unisex",1,1,Age,Adult,1,1,Size,"23/24, 24/26, 26/28, 29/31, 31/34, 34/37, 37/40, 40/43, 43/45, 45/46",1,1,M,Colour,"Turquoise, Coral, Fluo Green",1,1,,,,,,,Joma
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 23, Turquoise",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27.99,,,,http://192.236.233.221/images/0112xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-23,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,23/24,,1,Colour,Turquoise,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 24, Turquoise",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27.99,,,,http://192.236.233.221/images/0112xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-24,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,24/26,,1,Colour,Turquoise,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 26, Turquoise",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27.99,,,,http://192.236.233.221/images/0112xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-26,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,26/28,,1,Colour,Turquoise,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 29, Turquoise",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27.99,,,,http://192.236.233.221/images/0112xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-29,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,29/31,,1,Colour,Turquoise,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 31, Turquoise",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27.99,,,,http://192.236.233.221/images/0112xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-31,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,31/34,,1,Colour,Turquoise,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 34, Turquoise",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34.00,,,,http://192.236.233.221/images/0112xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-34,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,34/37,,1,Colour,Turquoise,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 37, Turquoise",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34.00,,,,http://192.236.233.221/images/0112xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-37,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,37/40,,1,Colour,Turquoise,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 40, Turquoise",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34.00,,,,http://192.236.233.221/images/0112xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-40,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,40/43,,1,Colour,Turquoise,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 43, Turquoise",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34.00,,,,http://192.236.233.221/images/0112xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-43,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,43/45,,1,Colour,Turquoise,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 45, Turquoise",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34.00,,,,http://192.236.233.221/images/0112xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-45,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,45/46,,1,Colour,Turquoise,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 23, Coral",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27.99,,,,http://192.236.233.221/images/0402xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-23,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,23/24,,1,Colour,Coral,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Joma Protec Goalkeeper Shirt - Adult, 24, Coral",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27.99,,,,http://192.236.233.221/images/0402xl.jpg,,,JOMA-PROTEC-GOALKEEPER-SHIRT,,,,,,45,joma-protec-goalkeeper-shirt-adult-24,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,24/26,,1,Colour,Coral,,1,,,,,,,,,,,,,,,,,,,,,,,,
